NOME SUBTIPO DE CURSOS;CÓDIGO CURSO;CURSO;EIXO TECNOLÓGICO;MODALIDADE;CARGA HORÁRIA CURSO;SITUACAO ATIVO;CÓDIGO UNIDADE DE ENSINO;UNIDADE DE ENSINO;MUNICÍPIO;UF;CÓDIGO MUNICÍPIO
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;77;TÉCNICO EM REDES DE COMPUTADORES;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;38;TÉCNICO EM ELETROMECÂNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;36;TÉCNICO EM AUTOMAÇÃO INDUSTRIAL;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;37;TÉCNICO EM ELETROELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;76;TÉCNICO EM PROGRAMAÇÃO DE JOGOS DIGITAIS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;44;TÉCNICO EM MECATRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;48;TÉCNICO EM REFRIGERAÇÃO E CLIMATIZAÇÃO;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12780;SENAI- SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL -CENTRO DE EDUCAÇÃO PROFISSIONAL PROFESSOR STÊNIO LOPES;CAMPINA GRANDE;PB;2504009
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;51;TÉCNICO EM COMÉRCIO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;63;TÉCNICO EM SERVIÇOS PÚBLICOS;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;77;TÉCNICO EM REDES DE COMPUTADORES;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;60;TÉCNICO EM SECRETARIADO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;65;TÉCNICO EM VENDAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;74;TÉCNICO EM INFORMÁTICA PARA INTERNET;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;1;TÉCNICO EM AGENTE COMUNITÁRIO DE SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;16;TÉCNICO EM MEIO AMBIENTE;AMBIENTE E SAÚDE;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;37;TÉCNICO EM ELETROELETRÔNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;174;TÉCNICO EM AGROPECUÁRIA;RECURSOS NATURAIS;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;85;TÉCNICO EM EDIFICAÇÕES;INFRAESTRUTURA;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;56;TÉCNICO EM LOGÍSTICA;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;278178;TÉCNICO EM DESENVOLVIMENTO DE SISTEMAS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;47144;CEJAPRO;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;56;TÉCNICO EM LOGÍSTICA;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;59;TÉCNICO EM RECURSOS HUMANOS;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;16;TÉCNICO EM MEIO AMBIENTE;AMBIENTE E SAÚDE;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;139;TÉCNICO EM DESIGN DE INTERIORES;PRODUÇÃO CULTURAL E DESIGN;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;76;TÉCNICO EM PROGRAMAÇÃO DE JOGOS DIGITAIS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;69;TÉCNICO EM GUIA DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;58;TÉCNICO EM QUALIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;60;TÉCNICO EM SECRETARIADO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;74;TÉCNICO EM INFORMÁTICA PARA INTERNET;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1000;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;53;TÉCNICO EM CONTABILIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;278178;TÉCNICO EM DESENVOLVIMENTO DE SISTEMAS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO A DISTÂNCIA;1200;ATIVO;12230;CENTRO DE DESENVOLVIMENTO GERENCIAL - CENDEGE;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;11676;CENTRO DE EDUCACAO PROFISSIONAL DE JOAO PESSOA - SENAC PARAIBA;JOÃO PESSOA;PB;2507507
TÉCNICO;69;TÉCNICO EM GUIA DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;EDUCAÇÃO PRESENCIAL;800;ATIVO;11676;CENTRO DE EDUCACAO PROFISSIONAL DE JOAO PESSOA - SENAC PARAIBA;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;11676;CENTRO DE EDUCACAO PROFISSIONAL DE JOAO PESSOA - SENAC PARAIBA;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;11676;CENTRO DE EDUCACAO PROFISSIONAL DE JOAO PESSOA - SENAC PARAIBA;JOÃO PESSOA;PB;2507507
TÉCNICO;1;TÉCNICO EM AGENTE COMUNITÁRIO DE SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;60;TÉCNICO EM SECRETARIADO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;59;TÉCNICO EM RECURSOS HUMANOS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;53;TÉCNICO EM CONTABILIDADE;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;30;TÉCNICO EM BIBLIOTECONOMIA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;51;TÉCNICO EM COMÉRCIO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;74;TÉCNICO EM INFORMÁTICA PARA INTERNET;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;20191;CENTRO DE EDUCAÇÃO PROFISSIONAL MAURICIO DE NASSAU JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO A DISTÂNCIA;800;ATIVO;47170;CENTRO DE ENSINO EDUCA NEXUS;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;40;TÉCNICO EM ELETROTÉCNICA;CONTROLE E PROCESSOS INDUSTRIAIS;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;73;TÉCNICO EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46126;CENTRO DE ENSINO GRAU TÉCNICO - JOÃO PESSOA;JOÃO PESSOA;PB;2507507
TÉCNICO;22;TÉCNICO EM PRÓTESE DENTÁRIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;49408;CENTRO DE ENSINO TÉCNICO  ODONTOLÓGICO DO NORDESTE LTDA;JOÃO PESSOA;PB;2507507
TÉCNICO;12;TÉCNICO EM SAÚDE BUCAL;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;49408;CENTRO DE ENSINO TÉCNICO  ODONTOLÓGICO DO NORDESTE LTDA;JOÃO PESSOA;PB;2507507
TÉCNICO;232050;TÉCNICO EM CUIDADOS DE IDOSOS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;800;ATIVO;49408;CENTRO DE ENSINO TÉCNICO  ODONTOLÓGICO DO NORDESTE LTDA;JOÃO PESSOA;PB;2507507
TÉCNICO;1;TÉCNICO EM AGENTE COMUNITÁRIO DE SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;49408;CENTRO DE ENSINO TÉCNICO  ODONTOLÓGICO DO NORDESTE LTDA;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;28;TÉCNICO EM VIGILÂNCIA EM SAÚDE;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;11;TÉCNICO EM HEMOTERAPIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;12;TÉCNICO EM SAÚDE BUCAL;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;22;TÉCNICO EM PRÓTESE DENTÁRIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;3704;CENTRO FORMADOR DE RECURSOS HUMANOS - CEFOR;JOÃO PESSOA;PB;2507507
TÉCNICO;51;TÉCNICO EM COMÉRCIO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;43396;CENTRO PROFIS DEP ANTONIO CABRAL;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;43396;CENTRO PROFIS DEP ANTONIO CABRAL;JOÃO PESSOA;PB;2507507
TÉCNICO;65;TÉCNICO EM VENDAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;46213;CIEP - CENTRO INTEGRADO A EDUCAÇÃO PROFISSIONAL;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;46213;CIEP - CENTRO INTEGRADO A EDUCAÇÃO PROFISSIONAL;JOÃO PESSOA;PB;2507507
TÉCNICO;19;TÉCNICO EM ÓPTICA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;46213;CIEP - CENTRO INTEGRADO A EDUCAÇÃO PROFISSIONAL;JOÃO PESSOA;PB;2507507
TÉCNICO;74;TÉCNICO EM INFORMÁTICA PARA INTERNET;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;43446;EEEFM FERNANDO MOURA CUNHA LIMA;JOÃO PESSOA;PB;2507507
TÉCNICO;76;TÉCNICO EM PROGRAMAÇÃO DE JOGOS DIGITAIS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;43446;EEEFM FERNANDO MOURA CUNHA LIMA;JOÃO PESSOA;PB;2507507
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;43887;EEEFM MONSENHOR PEDRO ANÍSIO;JOÃO PESSOA;PB;2507507
TÉCNICO;75;TÉCNICO EM MANUTENÇÃO E SUPORTE EM INFORMÁTICA;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1000;ATIVO;43870;EEEFM SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43870;EEEFM SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA;JOÃO PESSOA;PB;2507507
TÉCNICO;60;TÉCNICO EM SECRETARIADO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;23680;ESC NOR EST PROFA M DO CARMO DE MIRANDA;JOÃO PESSOA;PB;2507507
TÉCNICO;50;TÉCNICO EM ADMINISTRAÇÃO;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;2582;ESCOLA DE EDUCAÇÃO BÁSICA E PROFISSIONAL FUNDAÇÃO BRADESCO ;JOÃO PESSOA;PB;2507507
TÉCNICO;278178;TÉCNICO EM DESENVOLVIMENTO DE SISTEMAS;INFORMAÇÃO E COMUNICAÇÃO;EDUCAÇÃO PRESENCIAL;1200;ATIVO;2582;ESCOLA DE EDUCAÇÃO BÁSICA E PROFISSIONAL FUNDAÇÃO BRADESCO ;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43039;ESCOLA DE ENFERMAGEM NOVA ESPERANÇA;JOÃO PESSOA;PB;2507507
TÉCNICO;232050;TÉCNICO EM CUIDADOS DE IDOSOS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;800;ATIVO;43039;ESCOLA DE ENFERMAGEM NOVA ESPERANÇA;JOÃO PESSOA;PB;2507507
TÉCNICO;8;TÉCNICO EM ESTÉTICA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;43039;ESCOLA DE ENFERMAGEM NOVA ESPERANÇA;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20199;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;27;TÉCNICO EM SEGURANÇA DO TRABALHO;SEGURANÇA;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20199;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;2;TÉCNICO EM ANÁLISES CLÍNICAS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20199;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;2;TÉCNICO EM ANÁLISES CLÍNICAS;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20229;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;23;TÉCNICO EM RADIOLOGIA;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20199;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20199;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;6;TÉCNICO EM ENFERMAGEM;AMBIENTE E SAÚDE;EDUCAÇÃO PRESENCIAL;1200;ATIVO;20229;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
TÉCNICO;64;TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS;GESTÃO E NEGÓCIOS;EDUCAÇÃO PRESENCIAL;800;ATIVO;20229;ESCOLA DE ENFERMAGEM SÃO VICENTE DE PAULA;JOÃO PESSOA;PB;2507507
